utr_id	fc	utr8	utr7m8	utr7A1
FBgn0015288	0.100	0	0	0
FBgn0015295	-1.904	0	0	0
FBgn0015296	-0.565	0	0	0
FBgn0015298	0.457	0	0	0
FBgn0015299	0.240	0	0	0
FBgn0015320	-0.258	0	0	0
FBgn0015321	-0.119	0	0	0
FBgn0015324	0.008	0	0	0
FBgn0015331	-0.214	0	0	0
FBgn0015338	0.032	0	0	0
FBgn0015351	-0.627	0	0	0
FBgn0015359	-0.456	0	0	0
FBgn0015360	-0.041	0	0	0
FBgn0015372	-0.460	0	0	0
FBgn0015376	0.628	0	0	0
FBgn0015379	0.347	0	0	0
FBgn0015391	0.229	0	0	0
FBgn0015393	-0.180	0	0	0
FBgn0015396	0.380	0	0	0
FBgn0015402	-0.054	0	0	0
FBgn0015477	-0.072	0	0	0
FBgn0015509	0.242	0	0	0
FBgn0015513	0.283	0	0	0
FBgn0015521	-0.119	0	0	0
FBgn0015527	-0.214	0	0	0
FBgn0015541	-0.308	0	0	0
FBgn0015544	0.441	0	0	0
FBgn0015546	-0.394	0	0	0
FBgn0015553	0.080	0	0	0
FBgn0015568	-0.008	0	0	0
FBgn0015569	-0.396	0	0	0
FBgn0015571	0.004	0	0	0
FBgn0015575	-0.197	0	0	0
FBgn0015577	0.129	0	0	0
FBgn0015582	-0.474	0	0	0
FBgn0015589	0.145	0	0	0
FBgn0015602	0.421	0	0	0
FBgn0015614	-0.178	0	0	0
FBgn0015615	0.381	0	0	0
FBgn0015618	-0.012	0	0	0
FBgn0015621	-0.221	0	0	0
FBgn0015622	0.270	0	0	0
FBgn0015623	-0.148	0	0	0
FBgn0015625	0.269	0	0	0
FBgn0015663	-0.196	0	0	0
FBgn0015664	0.148	0	0	0
FBgn0015714	0.126	0	0	0
FBgn0015737	0.108	0	0	0
FBgn0015754	-0.102	0	0	0
FBgn0015756	0.062	0	0	0
FBgn0015765	-0.179	0	0	0
FBgn0015766	-1.472	0	0	0
FBgn0015776	0.141	0	0	0
FBgn0015777	-0.266	0	0	0
FBgn0015778	0.836	0	0	0
FBgn0015781	-0.024	0	0	0
FBgn0015789	-0.229	0	0	0
FBgn0015790	0.076	0	0	0
FBgn0015791	-0.010	0	0	0
FBgn0015793	-0.225	0	0	0
FBgn0015794	0.015	0	0	0
FBgn0015795	-0.152	0	0	0
FBgn0015797	0.078	0	0	0
FBgn0015799	0.282	0	0	0
FBgn0015801	0.203	0	0	0
FBgn0015803	0.185	0	0	0
FBgn0015805	-0.023	0	0	0
FBgn0015808	-0.039	0	0	0
FBgn0015818	0.118	0	0	0
FBgn0015828	-0.235	0	0	0
FBgn0015829	-0.049	0	0	0
FBgn0015834	-0.079	0	0	0
FBgn0015838	0.163	0	0	0
FBgn0015905	-0.354	0	0	0
FBgn0015924	-0.991	0	0	0
FBgn0015925	0.174	0	0	0
FBgn0015926	0.006	0	0	0
FBgn0015929	0.203	0	0	0
FBgn0015949	-0.192	0	0	0
FBgn0016031	0.197	0	0	0
FBgn0016034	-0.286	0	0	0
FBgn0016038	0.323	0	0	0
FBgn0016041	-0.112	0	0	0
FBgn0016054	0.258	0	0	0
FBgn0016059	-0.248	0	0	0
FBgn0016075	0.112	0	0	0
FBgn0016078	-0.688	0	0	0
FBgn0016080	0.483	0	0	0
FBgn0016081	-0.483	0	0	0
FBgn0016119	-0.091	0	0	0
FBgn0016120	-0.210	0	0	0
FBgn0016122	0.449	0	0	0
FBgn0016126	0.326	0	1	0
FBgn0016131	0.021	0	0	0
FBgn0016641	0.136	0	0	1
FBgn0016672	-0.086	0	0	0
FBgn0016685	-0.049	0	0	0
FBgn0016687	0.065	0	0	0
FBgn0016691	-0.113	0	0	0
FBgn0016693	-0.063	0	0	0
FBgn0016696	0.271	0	0	0
FBgn0016697	0.050	0	0	0
FBgn0016698	0.020	0	0	0
FBgn0016700	0.027	0	0	0
FBgn0016701	0.243	0	0	0
FBgn0016726	0.009	0	0	0
FBgn0016756	0.072	0	0	0
FBgn0016762	-0.078	0	0	0
FBgn0016794	-0.679	0	0	0
FBgn0016917	0.022	0	0	0
FBgn0016926	-0.019	0	0	0
FBgn0016970	-0.195	0	0	0
FBgn0016978	0.043	0	0	0
FBgn0016983	-0.105	0	0	0
FBgn0016984	-0.358	0	0	0
FBgn0017414	-0.364	0	0	0
FBgn0017429	-0.115	0	0	0
FBgn0017430	0.012	0	0	0
FBgn0017457	0.012	0	0	0
FBgn0017482	-0.634	0	0	0
FBgn0017545	0.071	0	0	0
FBgn0017550	-0.036	0	0	0
FBgn0017551	-0.225	0	0	0
FBgn0017558	0.103	0	0	0
FBgn0017566	-0.097	0	0	0
FBgn0017567	-0.370	0	0	0
FBgn0017572	-0.011	0	0	0
FBgn0017577	0.093	0	0	0
FBgn0017578	0.072	0	0	0
FBgn0017579	-0.044	0	0	0
FBgn0017581	0.193	0	0	0
FBgn0019624	0.038	0	0	0
FBgn0019637	0.136	0	0	0
FBgn0019644	-0.154	0	0	0
FBgn0019662	-1.102	0	0	0
FBgn0019686	-0.635	0	0	0
FBgn0019830	-0.645	0	0	0
FBgn0019886	0.031	0	0	0
FBgn0019890	0.090	0	0	0
FBgn0019925	0.331	0	0	0
FBgn0019932	-0.118	0	0	0
FBgn0019936	0.017	0	0	0
FBgn0019938	-0.087	0	0	0
FBgn0019947	-0.091	0	0	0
FBgn0019948	0.269	0	0	0
FBgn0019949	-0.832	0	0	0
FBgn0019952	0.065	0	0	0
FBgn0019957	-0.045	0	0	0
FBgn0019960	-0.065	0	0	0
FBgn0019968	-0.181	0	0	0
FBgn0019972	-0.278	0	0	0
FBgn0019982	-0.058	0	0	0
FBgn0019990	-0.223	0	0	0
FBgn0020018	0.098	0	0	0
FBgn0020224	0.622	0	1	0
FBgn0020235	-0.003	0	0	0
FBgn0020236	-0.024	0	0	0
FBgn0020238	-0.051	0	0	0
FBgn0020249	-1.971	0	0	0
FBgn0020255	0.016	0	0	0
FBgn0020261	-0.204	0	0	0
FBgn0020270	0.024	0	0	0
FBgn0020272	0.067	0	0	0
FBgn0020278	-0.538	0	0	0
FBgn0020279	-0.044	0	0	0
FBgn0020304	-0.758	0	0	0
FBgn0020305	0.099	0	0	0
FBgn0020306	0.011	0	0	0
FBgn0020309	0.677	0	0	0
FBgn0020312	0.247	0	0	0
FBgn0020369	0.043	0	0	0
FBgn0020370	0.168	0	0	0
FBgn0020381	-0.559	0	0	0
FBgn0020386	0.029	0	0	0
FBgn0020388	-0.010	0	0	0
FBgn0020389	-0.195	0	0	0
FBgn0020392	-0.091	0	0	0
FBgn0020407	-0.427	0	0	0
FBgn0020414	-0.018	0	0	0
FBgn0020415	0.071	0	0	0
FBgn0020416	-0.063	0	0	0
FBgn0020440	0.301	0	0	0
FBgn0020443	-0.271	0	0	0
FBgn0020496	-0.091	0	0	0
FBgn0020497	-0.206	0	0	0
FBgn0020510	-0.006	0	0	0
FBgn0020513	-0.193	0	0	0
FBgn0020545	-0.472	0	0	0
FBgn0020616	0.127	0	0	0
FBgn0020618	-0.211	0	0	0
FBgn0020620	0.447	0	0	0
FBgn0020621	-0.504	0	0	0
FBgn0020622	0.119	0	0	0
FBgn0020626	-0.409	0	0	0
FBgn0020633	0.035	0	0	0
FBgn0020647	-0.374	0	0	0
FBgn0020653	-0.079	0	0	0
FBgn0020655	0.454	0	0	0
FBgn0020762	0.185	0	0	0
FBgn0020764	-0.526	0	0	0
FBgn0020767	0.167	0	0	0
FBgn0020887	0.363	0	0	0
FBgn0020909	-0.153	0	0	0
FBgn0020910	0.101	0	0	0
FBgn0020930	0.053	0	0	0
FBgn0021750	0.083	0	0	0
FBgn0021760	0.134	0	0	0
FBgn0021761	-0.158	0	0	0
FBgn0021765	-0.171	0	0	0
FBgn0021768	-0.023	0	0	0
FBgn0021795	0.145	0	0	0
FBgn0021796	-0.350	0	0	0
FBgn0021814	0.227	0	0	0
FBgn0021818	-0.198	0	0	0
FBgn0021825	-0.112	0	0	0
FBgn0021847	0.430	0	0	0
FBgn0021856	0.515	0	0	0
FBgn0021872	0.070	0	0	0
FBgn0021874	-0.124	0	0	0
FBgn0021875	-0.117	0	0	0
FBgn0021895	0.061	0	0	0
FBgn0021906	-0.112	0	0	0
FBgn0021944	-1.192	0	0	0
FBgn0021967	-0.433	0	0	0
FBgn0021979	-0.086	0	0	0
FBgn0021995	-0.151	0	0	0
FBgn0022023	-0.064	0	0	0
FBgn0022027	-0.228	0	0	0
FBgn0022029	-0.280	0	0	0
FBgn0022069	-0.231	0	0	0
FBgn0022097	0.046	0	0	0
FBgn0022153	0.124	0	0	0
FBgn0022160	0.169	0	0	0
FBgn0022213	-0.041	0	0	0
FBgn0022224	-0.535	0	0	0
FBgn0022238	0.680	0	0	0
FBgn0022246	-0.206	0	0	0
FBgn0022288	-0.374	0	0	0
FBgn0022338	-0.257	0	0	0
FBgn0022343	0.071	0	0	0
FBgn0022344	0.044	0	0	0
FBgn0022349	0.151	0	0	0
FBgn0022355	1.184	0	0	0
FBgn0022699	-0.052	0	0	0
FBgn0022709	-0.685	0	0	0
FBgn0022724	-0.308	0	0	0
FBgn0022764	-0.040	0	0	0
FBgn0022768	0.006	0	0	0
FBgn0022772	0.154	0	0	0
FBgn0022774	0.189	0	0	0
FBgn0022786	-0.337	0	0	0
FBgn0022787	-0.225	0	0	0
FBgn0022893	0.232	0	0	0
FBgn0022935	0.229	0	0	0
FBgn0022936	-0.738	0	0	0
FBgn0022942	0.271	0	0	0
FBgn0022943	-0.111	0	0	0
FBgn0022959	0.183	0	0	0
FBgn0022960	-0.310	0	0	0
FBgn0022984	-0.047	0	0	0
FBgn0022985	-0.161	0	0	0
FBgn0022986	-0.161	0	0	0
FBgn0022987	0.234	0	0	0
FBgn0023000	0.360	0	0	0
FBgn0023023	0.527	0	0	0
FBgn0023081	0.329	0	0	0
FBgn0023083	0.040	0	0	0
FBgn0023094	-0.054	0	0	0
FBgn0023097	0.050	0	0	0
FBgn0023129	0.268	0	0	0
FBgn0023130	0.808	0	0	0
FBgn0023143	0.033	0	0	0
FBgn0023167	0.061	0	0	0
FBgn0023169	-0.131	0	0	0
FBgn0023170	0.158	0	0	0
FBgn0023171	0.070	0	0	0
FBgn0023172	-0.394	0	0	0
FBgn0023174	-0.164	0	0	0
FBgn0023175	-0.055	0	0	0
FBgn0023177	0.033	0	0	0
FBgn0023180	0.212	0	0	0
FBgn0023181	0.199	0	0	0
FBgn0023212	0.004	0	0	0
FBgn0023213	0.145	0	0	0
FBgn0023214	0.188	0	0	0
FBgn0023216	0.265	0	0	0
FBgn0023388	-0.169	0	0	0
FBgn0023395	0.008	0	0	0
FBgn0023407	-0.560	0	1	0
FBgn0023458	0.042	0	0	0
FBgn0023477	0.063	0	0	0
FBgn0023479	0.310	0	0	0
FBgn0023506	0.074	0	0	0
FBgn0023507	0.343	0	0	0
FBgn0023508	-0.088	0	0	0
FBgn0023509	0.024	0	0	0
FBgn0023510	-0.238	0	0	0
FBgn0023511	0.093	0	0	0
FBgn0023512	-0.033	0	0	0
FBgn0023513	0.003	0	0	0
FBgn0023514	-0.131	0	0	0
FBgn0023515	-0.277	0	0	0
FBgn0023516	0.342	0	0	0
FBgn0023517	-0.009	0	0	0
FBgn0023518	-0.471	0	0	0
FBgn0023519	0.635	0	0	0
FBgn0023521	0.230	0	0	0
FBgn0023522	-0.281	0	0	0
FBgn0023527	-0.148	0	0	0
FBgn0023529	0.332	0	0	0
FBgn0023530	-0.326	0	0	0
FBgn0023535	0.932	0	0	0
FBgn0023536	-0.161	0	0	0
FBgn0023537	-0.803	0	0	0
FBgn0023540	0.359	0	0	0
FBgn0023542	-0.008	0	0	0
FBgn0023545	-0.090	0	0	0
FBgn0023549	-0.523	0	0	0
FBgn0024177	0.228	0	0	0
FBgn0024182	-0.679	0	0	0
FBgn0024183	0.123	0	0	1
FBgn0024187	-0.013	0	0	0
FBgn0024188	-0.056	0	0	0
FBgn0024191	-0.514	0	0	0
FBgn0024194	-0.518	0	0	0
FBgn0024196	0.226	0	0	0
FBgn0024222	-0.033	0	0	0
FBgn0024227	0.087	0	0	0
FBgn0024230	0.464	0	0	0
FBgn0024234	0.028	0	0	0
FBgn0024236	-0.185	0	0	0
FBgn0024238	0.355	0	0	0
FBgn0024245	-0.341	0	0	0
FBgn0024251	0.890	0	0	0
FBgn0024273	0.289	0	0	0
FBgn0024277	0.025	0	0	0
FBgn0024285	0.035	0	0	0
FBgn0024291	0.059	0	0	0
FBgn0024314	0.143	0	0	0
FBgn0024320	-0.021	0	0	0
FBgn0024326	-0.113	0	0	0
FBgn0024329	-0.086	0	0	0
FBgn0024330	0.303	0	0	0
FBgn0024332	-0.015	0	0	0
FBgn0024352	0.177	0	0	0
FBgn0024360	-0.348	0	0	0
FBgn0024362	-0.190	0	0	0
FBgn0024364	-0.036	0	0	0
FBgn0024365	-0.233	0	0	0
FBgn0024371	0.216	0	0	0
FBgn0024432	-0.065	0	0	0
FBgn0024491	-0.427	0	0	0
FBgn0024509	0.030	0	0	0
FBgn0024510	-0.021	0	0	0
FBgn0024542	-0.036	0	0	0
FBgn0024555	0.368	0	0	0
FBgn0024556	0.173	0	0	0
FBgn0024558	-0.228	0	0	0
FBgn0024689	0.142	0	0	0
FBgn0024698	0.080	0	0	0
FBgn0024733	0.022	0	0	0
FBgn0024754	0.136	0	0	0
FBgn0024806	0.151	0	0	0
FBgn0024807	0.430	0	0	0
FBgn0024811	0.342	0	0	0
FBgn0024814	-0.011	0	0	0
FBgn0024833	-0.130	0	0	0
FBgn0024841	0.164	0	0	0
FBgn0024846	-0.132	0	0	0
FBgn0024887	0.420	0	0	0
FBgn0024889	0.069	0	0	0
FBgn0024909	0.312	0	0	0
FBgn0024912	0.204	0	0	0
FBgn0024920	0.309	0	0	0
FBgn0024945	0.108	0	0	0
FBgn0024947	-1.161	0	0	0
FBgn0024956	0.188	0	0	0
FBgn0024957	-0.182	0	0	0
FBgn0024958	-0.058	0	0	0
FBgn0024973	0.168	0	0	0
FBgn0024975	-0.083	0	0	0
FBgn0024983	-0.000	0	0	0
FBgn0024985	-0.012	0	0	0
FBgn0024986	0.193	0	0	0
FBgn0024987	0.392	0	0	0
FBgn0024991	0.088	0	0	0
FBgn0024992	-0.085	0	0	0
FBgn0024993	-0.235	0	0	0
FBgn0024994	-0.253	0	0	0
FBgn0024996	0.021	0	0	0
FBgn0024997	-0.397	0	0	0
FBgn0024998	0.590	0	0	0
FBgn0025109	-0.340	0	0	0
FBgn0025185	-1.010	0	0	0
FBgn0025186	-0.380	0	0	0
FBgn0025286	0.183	0	0	0
FBgn0025335	-1.036	0	0	0
FBgn0025336	0.001	0	0	0
FBgn0025352	0.024	0	0	0
FBgn0025366	-0.008	0	0	0
FBgn0025373	0.044	0	0	0
FBgn0025381	0.063	0	0	0
FBgn0025393	0.010	0	0	0
FBgn0025394	0.003	0	0	0
FBgn0025456	0.590	0	0	0
FBgn0025457	-0.081	0	0	0
FBgn0025463	0.361	0	0	0
FBgn0025469	-0.251	0	0	0
FBgn0025519	0.214	0	0	0
FBgn0025558	-0.361	0	0	0
FBgn0025571	-0.207	0	0	0
FBgn0025582	-0.111	0	0	0
FBgn0025592	-0.072	0	0	0
FBgn0025608	-0.072	0	0	0
FBgn0025615	-0.309	0	0	0
FBgn0025621	-0.363	0	0	0
FBgn0025624	-0.049	0	0	0
FBgn0025626	-0.593	0	0	0
FBgn0025628	0.041	0	0	0
FBgn0025629	-0.085	0	0	0
FBgn0025630	0.644	0	0	0
FBgn0025631	-0.098	0	0	0
FBgn0025633	0.376	0	0	0
FBgn0025634	-0.300	0	0	0
FBgn0025635	-0.145	0	0	0
FBgn0025637	0.161	0	0	0
FBgn0025638	0.068	0	0	0
FBgn0025639	0.455	0	0	0
FBgn0025640	0.018	0	0	0
FBgn0025674	-0.391	0	0	0
FBgn0025678	0.343	0	0	0
FBgn0025681	-0.584	0	0	0
FBgn0025682	-0.188	0	0	0
FBgn0025683	0.120	0	0	0
FBgn0025684	-0.031	0	0	0
FBgn0025687	-0.126	0	0	0
FBgn0025693	0.234	0	0	0
FBgn0025700	0.207	0	0	0
FBgn0025716	-0.355	0	0	0
FBgn0025720	-0.070	0	0	0
FBgn0025724	-0.065	0	0	0
FBgn0025725	0.044	0	0	0
FBgn0025739	-0.263	0	0	0
FBgn0025742	0.037	0	0	0
FBgn0025743	0.174	0	0	0
FBgn0025781	-0.207	0	0	0
FBgn0025790	0.131	0	0	0
FBgn0025800	0.994	0	0	1
FBgn0025802	0.182	0	0	0
FBgn0025806	-0.053	0	0	0
FBgn0025807	0.650	0	0	0
FBgn0025808	-0.147	0	0	0
FBgn0025809	0.594	0	0	0
FBgn0025814	-0.166	0	1	0
FBgn0025815	0.083	0	0	0
FBgn0025820	0.087	0	0	0
FBgn0025830	-0.066	0	0	0
FBgn0025832	-0.279	0	0	0
FBgn0025839	-0.697	0	0	0
FBgn0025864	-0.483	0	0	0
FBgn0025865	0.021	0	0	0
FBgn0025866	-0.051	0	0	0
FBgn0025874	0.105	0	0	0
FBgn0025885	-0.419	0	0	0
FBgn0026015	-0.075	0	0	0
FBgn0026056	0.422	0	0	0
FBgn0026060	0.416	0	0	0
FBgn0026079	0.176	0	0	0
FBgn0026080	0.031	0	0	0
FBgn0026083	0.252	0	0	0
FBgn0026084	-0.340	0	0	0
FBgn0026085	0.360	0	0	0
FBgn0026088	-0.103	0	0	0
FBgn0026089	0.322	0	0	0
FBgn0026090	0.139	0	0	0
FBgn0026143	0.253	0	0	0
FBgn0026147	-0.226	0	0	0
FBgn0026148	0.509	0	0	0
FBgn0026149	-0.171	0	0	0
FBgn0026150	-0.028	0	0	0
FBgn0026176	0.161	0	0	0
FBgn0026179	0.613	0	0	0
FBgn0026181	-0.176	0	0	0
FBgn0026189	-0.113	0	0	0
FBgn0026192	0.465	0	0	0
FBgn0026196	-0.169	0	0	0
FBgn0026207	0.110	0	0	0
FBgn0026238	-0.265	0	0	0
FBgn0026250	0.293	0	0	0
FBgn0026252	0.045	0	0	0
FBgn0026257	-0.629	0	0	0
FBgn0026259	0.067	0	0	0
FBgn0026261	-0.001	0	0	0
FBgn0026309	-0.063	0	0	0
FBgn0026313	0.024	0	0	0
FBgn0026315	-0.290	0	0	0
FBgn0026316	-0.125	0	0	0
FBgn0026317	-0.045	0	0	0
FBgn0026319	-0.036	0	0	0
FBgn0026323	0.245	0	0	0
FBgn0026324	0.114	0	0	0
FBgn0026326	-0.069	0	0	0
FBgn0026361	-0.066	0	0	0
FBgn0026369	-0.465	0	0	0
FBgn0026370	-0.159	0	0	0
FBgn0026371	0.279	0	0	0
FBgn0026372	0.040	0	0	0
FBgn0026373	-0.112	0	0	0
FBgn0026376	-0.212	0	0	0
FBgn0026378	-0.098	0	0	0
FBgn0026380	-0.017	0	0	0
FBgn0026400	-0.333	0	0	0
FBgn0026402	0.045	0	0	0
FBgn0026404	0.194	0	0	0
FBgn0026409	-0.119	0	0	0
FBgn0026417	-0.101	0	0	0
FBgn0026418	-0.074	0	0	0
FBgn0026428	0.251	0	0	0
FBgn0026430	0.028	0	0	0
FBgn0026431	-0.025	0	0	0
FBgn0026432	0.128	0	0	0
FBgn0026433	0.322	0	0	0
FBgn0026441	0.240	0	0	0
FBgn0026479	-0.252	0	0	0
FBgn0026533	0.212	0	0	0
FBgn0026562	0.239	0	0	0
FBgn0026566	0.200	0	0	0
FBgn0026570	0.293	0	0	0
FBgn0026573	0.041	0	0	0
FBgn0026576	-0.250	0	0	0
FBgn0026582	0.044	0	0	0
FBgn0026593	-0.087	0	0	0
FBgn0026597	-0.162	0	0	0
FBgn0026598	-0.115	0	0	0
FBgn0026602	0.164	0	0	0
FBgn0026619	0.064	0	0	0
FBgn0026620	-0.322	0	0	0
FBgn0026630	0.070	0	0	1
FBgn0026634	0.170	0	0	0
FBgn0026666	-0.179	0	0	0
FBgn0026679	0.126	0	0	0
FBgn0026702	-0.388	0	0	0
FBgn0026713	0.115	0	0	0
FBgn0026718	-0.083	0	0	0
FBgn0026721	0.951	0	0	0
FBgn0026722	-0.293	0	0	0
FBgn0026737	0.385	0	0	0
FBgn0026738	0.194	0	0	0
FBgn0026741	-0.411	0	0	0
FBgn0026749	-0.628	0	0	0
FBgn0026751	0.068	0	0	0
FBgn0026753	0.109	0	0	0
FBgn0026761	0.054	0	0	0
FBgn0026777	0.052	0	0	0
FBgn0026778	0.520	0	0	0
FBgn0026787	0.126	0	0	0
FBgn0026872	-0.048	0	0	0
FBgn0026873	0.655	0	0	0
FBgn0026876	0.011	0	0	0
FBgn0026879	0.274	0	0	0
FBgn0027052	0.299	0	0	0
FBgn0027053	-0.297	0	0	0
FBgn0027054	-0.069	0	0	0
FBgn0027055	-0.164	0	0	0
FBgn0027057	0.135	0	0	0
FBgn0027066	-0.144	0	0	0
FBgn0027079	-0.150	0	0	0
FBgn0027080	0.163	0	0	0
FBgn0027081	-0.054	0	0	1
FBgn0027082	-0.390	0	0	0
FBgn0027083	-0.151	0	0	0
FBgn0027084	0.008	0	0	0
FBgn0027085	-0.404	0	0	0
FBgn0027086	-0.405	0	0	0
FBgn0027087	-0.022	0	0	0
FBgn0027088	-0.203	0	0	0
FBgn0027090	-0.233	0	0	0
FBgn0027091	-0.352	0	0	0
FBgn0027093	0.186	0	0	0
FBgn0027094	-0.022	0	0	0
FBgn0027095	0.250	0	0	0
FBgn0027259	1.112	0	0	0
FBgn0027279	0.308	0	0	0
FBgn0027280	0.105	0	0	0
FBgn0027287	-0.204	0	0	0
FBgn0027291	0.522	0	0	0
FBgn0027296	0.521	0	0	0
FBgn0027329	-0.132	0	0	0
FBgn0027330	-0.053	0	0	0
FBgn0027334	-0.376	0	0	0
FBgn0027335	-1.119	0	0	0
FBgn0027338	-0.049	0	0	0
FBgn0027342	-1.424	0	0	0
FBgn0027358	-0.372	0	0	0
FBgn0027359	0.206	0	0	0
FBgn0027363	-0.010	0	0	0
FBgn0027378	0.012	0	0	0
FBgn0027453	0.028	0	0	0
FBgn0027490	0.246	0	0	0
FBgn0027492	-0.437	0	0	0
FBgn0027493	-0.079	0	0	0
FBgn0027495	0.010	0	0	0
FBgn0027496	-0.205	0	0	0
FBgn0027497	0.114	0	0	0
FBgn0027498	-0.718	1	0	0
FBgn0027500	-0.193	0	0	0
FBgn0027503	0.264	0	0	0
FBgn0027504	-0.123	0	0	0
FBgn0027505	-0.165	0	0	0
FBgn0027506	0.432	0	0	0
FBgn0027507	0.292	0	0	0
FBgn0027508	0.139	0	0	0
FBgn0027509	-0.871	0	0	0
FBgn0027512	-0.337	0	0	0
FBgn0027513	0.590	0	0	0
FBgn0027514	0.354	0	0	0
FBgn0027515	0.249	0	0	0
FBgn0027518	0.271	0	0	0
FBgn0027524	-0.109	0	0	0
FBgn0027525	-0.230	0	0	0
FBgn0027526	0.032	0	0	0
FBgn0027529	0.024	0	0	0
FBgn0027532	0.234	0	0	0
FBgn0027535	0.291	0	0	0
FBgn0027537	0.113	0	0	0
FBgn0027538	-0.259	0	0	0
FBgn0027539	0.198	0	0	0
FBgn0027547	0.004	0	0	0
FBgn0027548	0.532	0	0	0
FBgn0027549	-0.150	0	0	0
FBgn0027552	0.193	0	0	0
FBgn0027553	-0.210	0	0	0
FBgn0027554	0.116	0	0	0
FBgn0027558	-0.046	0	0	0
FBgn0027561	0.292	0	0	0
FBgn0027564	0.319	0	0	0
FBgn0027565	-0.187	0	0	0
FBgn0027567	0.218	0	0	0
FBgn0027568	0.147	0	0	0
FBgn0027569	-0.169	0	0	0
FBgn0027572	-0.859	0	0	0
FBgn0027574	0.261	0	0	0
FBgn0027578	0.197	0	0	0
FBgn0027579	-0.239	0	0	0
FBgn0027580	-0.027	0	0	0
FBgn0027582	0.051	0	0	0
FBgn0027583	0.098	0	0	0
FBgn0027587	0.116	0	0	0
FBgn0027588	0.203	0	0	0
FBgn0027590	0.405	0	0	0
FBgn0027592	0.022	0	0	0
FBgn0027594	0.225	0	0	0
FBgn0027596	0.608	0	0	0
FBgn0027597	0.683	0	0	0
FBgn0027598	-0.141	0	0	0
FBgn0027599	0.269	0	0	0
FBgn0027601	-0.147	0	0	0
FBgn0027602	-0.587	0	0	0
FBgn0027603	0.559	0	0	0
FBgn0027607	0.281	0	0	0
FBgn0027609	-0.630	0	0	0
FBgn0027610	0.168	0	0	0
FBgn0027611	0.690	0	0	0
FBgn0027615	0.057	0	0	0
FBgn0027616	0.068	0	0	0
FBgn0027617	-0.093	0	0	0
FBgn0027619	-0.212	0	0	0
FBgn0027620	0.522	0	0	0
FBgn0027621	-0.177	0	0	0
FBgn0027655	0.005	0	0	0
FBgn0027657	0.157	0	0	0
FBgn0027779	0.045	0	0	0
FBgn0027780	0.183	0	0	0
FBgn0027783	0.068	0	0	0
FBgn0027784	-0.488	0	0	0
FBgn0027785	-0.194	0	0	0
FBgn0027786	-0.091	0	0	0
FBgn0027791	-0.196	0	0	0
FBgn0027793	0.470	0	0	0
FBgn0027794	-0.155	0	0	0
FBgn0027835	0.169	0	0	0
FBgn0027836	-0.307	0	0	0
FBgn0027841	0.249	0	0	0
FBgn0027864	0.435	0	0	0
FBgn0027866	0.359	0	0	0
FBgn0027868	-0.134	0	0	0
FBgn0027872	0.455	0	0	0
FBgn0027873	0.206	0	0	0
FBgn0027885	-0.047	0	0	0
FBgn0027889	-0.105	0	0	0
FBgn0027903	-0.026	0	0	0
FBgn0027930	0.484	0	0	0
FBgn0027932	0.332	0	0	0
FBgn0027945	-0.372	0	0	0
FBgn0027948	0.005	0	0	0
FBgn0027949	-0.869	0	0	0
FBgn0027950	-0.154	0	0	0
FBgn0027951	0.063	0	0	0
FBgn0028292	-0.039	0	0	0
FBgn0028325	0.106	0	0	0
FBgn0028327	0.106	0	0	0
FBgn0028331	0.326	0	0	0
FBgn0028336	0.146	0	0	0
FBgn0028341	0.029	0	0	0
FBgn0028342	-0.348	0	0	0
FBgn0028343	-0.102	0	0	0
FBgn0028360	0.166	0	0	0
FBgn0028372	-0.312	1	0	0
FBgn0028375	0.206	0	0	0
FBgn0028380	-0.027	0	0	0
FBgn0028382	-0.145	0	0	0
FBgn0028387	0.382	0	0	0
FBgn0028398	-0.274	0	0	0
FBgn0028399	-0.034	0	0	0
FBgn0028402	-0.136	0	0	0
FBgn0028411	0.138	0	0	0
FBgn0028421	-0.076	0	0	0
FBgn0028424	-0.096	0	0	0
FBgn0028425	-0.598	0	0	0
FBgn0028426	0.172	0	0	0
FBgn0028427	-1.783	0	0	0
FBgn0028429	-0.164	0	0	0
FBgn0028434	-0.261	0	0	0
FBgn0028436	0.179	0	0	0
FBgn0028467	-0.190	0	0	0
FBgn0028468	-0.299	0	0	0
FBgn0028471	0.274	0	0	0
FBgn0028473	-0.112	0	0	0
FBgn0028474	-0.143	0	0	0
FBgn0028475	-0.236	0	0	0
FBgn0028476	-0.198	0	0	0
FBgn0028479	-0.013	0	0	0
FBgn0028480	0.489	0	0	0
FBgn0028484	-0.120	0	0	0
FBgn0028487	-0.212	0	0	0
FBgn0028490	0.058	0	0	0
FBgn0028491	0.477	0	0	0
FBgn0028497	0.015	0	0	0
FBgn0028499	0.054	0	0	0
FBgn0028500	0.213	0	0	0
FBgn0028504	0.236	0	0	0
FBgn0028506	-1.031	0	0	0
FBgn0028507	-0.353	0	0	0
FBgn0028515	-0.355	0	0	0
FBgn0028523	-0.137	0	0	0
FBgn0028530	0.017	0	0	0
FBgn0028538	-0.029	0	0	0
FBgn0028539	0.126	0	0	0
FBgn0028540	-1.008	0	0	0
FBgn0028541	0.128	0	0	0
FBgn0028543	-0.041	0	0	0
FBgn0028546	-1.884	0	0	0
FBgn0028552	0.104	0	0	0
FBgn0028554	-0.045	1	0	0
FBgn0028563	-0.291	0	0	0
