utr_id	fc	orf_gc	orf_len	utr5_gc	utr5_len	utr3_gc	utr3_len	utr5p8	utr5p7m8	utr5p7A1	utr5p6	utr5po6	utr5p6A1	orf8	orf7m8	orf7A1	orf6	orfo6	orf6A1	utr8C	utr8G	utr8T	utr8	utr7m8	utr7A1	utr6	utro6	utr6A1	utr5
FBgn0023458	0.186	0.571	10281	0.374	139	0.318	719	0	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0
FBgn0023477	0.047	0.57	996	0.4	20	0.34	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023479	0.431	0.491	8379	0.36	136	0.31	113	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
FBgn0023506	0.104	0.565	1506	0.315	92	0.313	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023507	0.368	0.591	1602	0.477	308	0.273	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023508	-0.015	0.567	2553	0.543	777	0.405	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023509	0.066	0.578	2961	0.386	114	0.294	384	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023510	-0.116	0.565	4578	0.504	647	0.361	1491	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0
FBgn0023511	0.151	0.546	3015	0.464	360	0.358	508	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023512	-0.021	0.57	2010	0.471	51	0.321	386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023513	0.031	0.546	3309	0.491	53	0.333	57	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0023514	-0.111	0.555	1521	0.391	110	0.288	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023515	-0.233	0.547	3159	0.404	99	0.354	319	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0023516	0.344	0.569	1845	0.54	137	0.375	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023517	-0.014	0.598	870	0.257	35	0.39	195	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023518	-0.379	0.564	7296	0.509	175	0.39	843	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	0
FBgn0023519	0.627	0.589	732	0.363	91	0.372	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023521	0.235	0.571	900	0.4	80	0.336	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023522	-0.273	0.534	1371	0.485	103	0.364	324	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
FBgn0023527	-0.141	0.547	1608	0.475	59	0.327	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023529	0.365	0.525	2772	0.364	132	0.398	483	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
FBgn0023530	-0.341	0.622	423	0.434	288	0.407	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023535	0.925	0.583	1056	0.468	77	0.318	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023536	-0.124	0.526	2079	0.295	112	0.416	154	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0023537	-0.809	0.562	1563	0.551	78	0.307	309	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
FBgn0023540	0.398	0.589	1116	0.466	479	0.363	353	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0023542	0.009	0.545	1566	0.431	130	0.316	95	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023545	-0.072	0.534	1068	0.471	68	0.209	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0023549	-0.485	0.589	1881	0.51	629	0.481	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024177	0.267	0.5	1104	0.358	123	0.279	312	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024182	-0.629	0.549	2091	0.419	31	0.487	3328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	3
FBgn0024183	0.182	0.564	1473	0.335	233	0.294	1503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024187	0.101	0.556	3684	0.432	641	0.285	731	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
FBgn0024188	-0.059	0.521	555	0.437	119	0.373	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024191	-0.482	0.581	2520	0.376	85	0.303	175	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024194	-0.5	0.523	1503	0.474	19	0.258	151	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024196	0.236	0.517	294	0.343	99	0.291	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024222	0.028	0.468	2154	0.376	101	0.275	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024227	0.098	0.593	990	0.299	117	0.276	76	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
FBgn0024230	0.488	0.499	1050	0.466	131	0.38	471	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024234	0.029	0.606	1368	0.425	193	0.32	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024236	-0.101	0.542	2121	0.484	622	0.335	1398	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1
FBgn0024238	0.418	0.551	1926	0.408	341	0.299	969	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1
FBgn0024245	-0.282	0.532	1755	0.436	388	0.337	496	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0024251	1.132	0.545	2310	0.54	2231	0.349	909	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0024273	0.317	0.6	1584	0.511	266	0.332	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024277	0.179	0.543	6792	0.452	615	0.37	2103	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1
FBgn0024285	0.047	0.59	1542	0.438	137	0.286	455	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0024291	0.133	0.536	2472	0.464	427	0.34	910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0024314	0.181	0.57	2364	0.437	311	0.282	71	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
FBgn0024320	0.067	0.459	3864	0.392	102	0.217	161	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0024326	-0.04	0.526	1275	0.484	285	0.33	2550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
FBgn0024329	-0.011	0.539	4716	0.439	358	0.384	172	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024330	0.368	0.545	750	0.478	659	0.332	410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024332	0.003	0.576	2460	0.415	142	0.359	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024352	0.187	0.542	1473	0.407	150	0.372	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024360	-0.354	0.595	1839	0.514	111	0.425	369	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0024362	-0.167	0.566	1134	0.495	386	0.438	827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024364	-0.022	0.577	2316	0.494	81	0.286	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024365	-0.191	0.591	2139	0.533	493	0.42	1255	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0024371	0.297	0.514	1113	0.361	706	0.344	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024432	-0.078	0.557	336	0.425	193	0.408	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024491	-0.163	0.545	453	0.43	2787	0.292	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024509	0.065	0.598	1071	0.363	388	0.249	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024510	0.048	0.522	3723	0.414	215	0.29	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024542	0.019	0.532	1116	0.336	247	0.221	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024555	0.489	0.541	2943	0.465	624	0.35	2172	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0024556	0.168	0.594	1470	0.455	187	0.361	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024558	-0.267	0.578	846	0.543	105	0.458	177	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0024689	0.187	0.522	2256	0.328	128	0.301	93	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0024698	0.156	0.473	4368	0.427	124	0.334	353	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0024733	0.012	0.47	657	0.512	43	0.309	524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024754	0.164	0.589	1293	0.359	234	0.277	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024806	0.279	0.472	5322	0.38	329	0.278	281	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0024807	0.463	0.561	1233	0.277	112	0.458	1259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024811	0.426	0.39	816	0.312	231	0.247	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024814	-0.01	0.602	660	0.455	292	0.302	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024833	-0.12	0.543	1281	0.511	276	0.379	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024841	0.147	0.547	579	0.455	66	0.338	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024846	-0.128	0.575	1098	0.45	209	0.391	514	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
FBgn0024887	0.444	0.534	1173	0.367	90	0.3	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024889	0.085	0.529	1632	0.491	112	0.388	578	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1
FBgn0024909	0.354	0.506	1440	0.469	228	0.344	593	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0024912	0.204	0.521	585	0.423	78	0.424	632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024920	0.31	0.581	966	0.353	68	0.301	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024945	0.112	0.526	1383	0.532	77	0.328	67	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0024947	-1.151	0.562	1575	0.469	192	0.368	524	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
FBgn0024956	0.197	0.556	963	0.404	109	0.319	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024957	-0.154	0.554	2700	0.37	54	0.333	147	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0024958	-0.028	0.541	2709	0.413	63	0.309	110	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0024973	0.172	0.587	2208	0.467	152	0.4	65	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024975	-0.062	0.58	1506	0.396	96	0.322	202	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0024983	0.04	0.566	1326	0.471	505	0.338	145	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0024985	0.032	0.604	1461	0.51	490	0.435	1652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FBgn0024986	0.165	0.58	483	0.497	157	0.44	191	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024987	0.41	0.58	1458	0.472	161	0.431	1326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024991	0.107	0.544	2478	0.51	51	0.386	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024992	-0.065	0.578	2460	0.465	228	0.455	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024993	-0.218	0.566	1341	0.372	86	0.376	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0024994	-0.243	0.595	1107	0.505	289	0.356	714	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
FBgn0024996	0.035	0.558	1059	0.429	147	0.285	151	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0024997	-0.366	0.611	1881	0.482	280	0.287	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
FBgn0024998	0.6	0.578	1659	0.384	219	0.459	74	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
FBgn0025109	-0.33	0.549	1017	0.465	129	0.356	564	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0025185	-0.96	0.525	1782	0.333	54	0.247	170	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0025186	-0.318	0.58	1530	0.497	606	0.394	872	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FBgn0025286	0.16	0.576	375	0.407	140	0.274	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025335	-1.009	0.584	1179	0.427	347	0.284	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0025336	0.018	0.551	1221	0.394	312	0.419	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025352	0.008	0.611	1410	0.41	78	0.362	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025366	0	0.51	780	0.365	63	0.281	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025373	0.061	0.51	1260	0.407	86	0.336	119	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0025381	0.08	0.624	951	0.563	638	0.449	1083	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FBgn0025393	-0.04	0.604	351	0.459	37	0.449	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025394	0.183	0.564	636	0.517	1825	0.453	2225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0025456	0.607	0.5	636	0.482	112	0.347	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0025457	-0.077	0.543	981	0.372	113	0.369	268	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025463	0.355	0.578	1548	0.415	135	0.431	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025469	-0.234	0.536	681	0.48	419	0.456	281	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
FBgn0025519	0.247	0.517	1788	0.345	119	0.343	70	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025558	-0.368	0.587	264	0.333	90	0.324	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025571	-0.194	0.6	2364	0.431	204	0.389	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025582	-0.12	0.541	1308	0.454	108	0.375	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025592	-0.031	0.524	1617	0.415	207	0.267	116	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0025608	-0.042	0.566	1395	0.501	361	0.327	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025615	-0.284	0.514	1023	0.453	267	0.312	93	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0025621	-0.33	0.569	2823	0.542	330	0.448	762	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	3	0	0
FBgn0025624	-0.067	0.561	741	0.487	117	0.427	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
FBgn0025626	-0.593	0.555	2091	0.517	151	0.455	422	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0025628	0.073	0.566	1782	0.51	465	0.358	274	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0025629	-0.096	0.573	771	0.475	80	0.306	72	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025630	0.716	0.581	1086	0.504	890	0.362	94	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025631	0.01	0.578	2013	0.472	926	0.342	843	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025633	0.491	0.548	3285	0.383	737	0.36	703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025634	-0.299	0.603	1227	0.378	135	0.362	188	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0025635	-0.122	0.582	1404	0.37	127	0.377	725	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0
FBgn0025637	0.224	0.517	489	0.395	754	0.355	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025638	0.056	0.564	411	0.41	144	0.405	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
FBgn0025639	0.568	0.559	3903	0.475	667	0.418	1567	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
FBgn0025640	-0.007	0.608	915	0.551	214	0.413	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025674	-0.284	0.539	1203	0.389	419	0.343	4236	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1
FBgn0025678	0.339	0.579	1302	0.393	183	0.368	296	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025681	-0.501	0.577	3150	0.451	627	0.303	478	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0
FBgn0025682	-0.224	0.572	990	0.519	54	0.419	556	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
FBgn0025683	0.171	0.495	2100	0.446	240	0.265	505	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025684	-0.009	0.552	1320	0.466	208	0.308	318	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025687	-0.101	0.538	2787	0.472	125	0.355	583	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0025693	0.341	0.468	1497	0.39	779	0.314	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025700	0.189	0.564	573	0.446	249	0.45	222	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025716	-0.34	0.537	1278	0.431	123	0.292	72	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025720	-0.031	0.53	1458	0.361	108	0.225	80	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025724	-0.05	0.546	2745	0.467	120	0.353	201	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0
FBgn0025725	0.088	0.556	3705	0.409	242	0.351	131	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0025739	-0.226	0.575	2013	0.356	135	0.302	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0025742	0.062	0.581	1860	0.407	204	0.307	166	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0025743	0.228	0.606	1920	0.475	507	0.35	842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
FBgn0025781	-0.154	0.49	2157	0.311	90	0.356	368	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0025790	0.256	0.574	1596	0.405	1147	0.299	479	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0025800	1.102	0.58	1461	0.515	879	0.373	2181	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025802	0.284	0.51	5982	0.47	164	0.294	636	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
FBgn0025806	0.036	0.446	549	0.351	388	0.123	65	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025807	0.68	0.51	1371	0.362	69	0.375	339	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025808	-0.099	0.483	1608	0.312	48	0.305	167	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0025809	0.665	0.528	678	0.384	523	0.297	306	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025814	-0.185	0.614	459	0.33	100	0.356	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025815	0.099	0.556	2454	0.454	119	0.359	217	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0025820	0.088	0.553	459	0.454	163	0.366	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025830	-0.029	0.527	3024	0.409	93	0.398	176	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0025832	-0.254	0.541	1158	0.31	126	0.319	94	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FBgn0025839	-0.729	0.641	312	0.342	117	0.439	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
FBgn0025864	-0.377	0.583	5016	0.478	577	0.385	1408	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1
FBgn0025865	0.043	0.578	1680	0.425	193	0.297	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0025866	0.039	0.556	2778	0.301	522	0.358	974	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
FBgn0025874	0.145	0.489	1752	0.438	73	0.304	115	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
FBgn0025885	-0.428	0.592	1698	0.496	137	0.325	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026015	-0.026	0.589	2628	0.475	259	0.225	409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026056	0.464	0.545	1878	0.34	94	0.317	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026060	0.448	0.554	1362	0.418	177	0.386	919	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
FBgn0026079	0.198	0.568	2241	0.392	130	0.329	73	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0
FBgn0026080	0.107	0.543	1626	0.439	635	0.302	129	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
FBgn0026083	0.433	0.577	5736	0.506	724	0.367	4022	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3
FBgn0026084	-0.302	0.541	390	0.429	422	0.336	690	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0026085	0.388	0.566	567	0.424	399	0.326	135	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
